Time	Channel 1	Channel 2	Channel 3	Channel 4	Channel 5	Channel 6	Channel 7	Channel 8
1618	84.92	81.91	64.09	42.62	39.70	35.26	30.75	22.41
1619	83.89	80.91	63.50	42.74	39.66	35.24	30.63	22.40
1620	83.41	81.16	63.93	42.40	39.57	35.21	30.57	22.40
1621	84.16	81.89	63.93	41.95	39.62	35.22	30.60	22.40
1622	84.59	82.26	64.41	42.08	39.53	35.22	30.54	22.40
1623	84.86	82.38	64.52	41.86	39.50	35.26	30.62	22.37
1624	85.06	82.32	63.59	41.60	39.60	35.32	30.54	22.37
1625	85.21	82.14	63.56	41.15	39.36	35.34	30.64	22.39
1626	85.10	82.30	64.03	41.06	39.22	35.35	30.65	22.37
1627	85.39	82.51	63.94	41.35	39.09	35.32	30.61	22.37
1628	85.59	82.58	64.58	41.53	39.09	35.30	30.65	22.38
1629	85.68	82.69	65.02	41.36	39.08	35.27	30.56	22.39
1630	85.70	82.70	64.50	41.44	39.12	35.27	30.49	22.37
1631	85.78	82.37	63.86	41.73	39.23	35.27	30.48	22.37
1632	85.42	81.49	64.02	42.28	39.35	35.27	30.41	22.38
1633	85.56	82.26	63.84	41.78	39.18	35.22	30.38	22.38
1634	85.61	82.50	63.13	41.31	39.01	35.20	30.48	22.39
1635	85.48	82.38	63.50	41.27	39.03	35.20	30.54	22.37
1636	85.53	82.40	63.16	41.25	39.00	35.21	30.53	22.37
1637	85.21	81.77	62.56	41.22	39.04	35.19	30.54	22.38
1638	84.97	81.62	62.37	40.90	38.96	35.18	30.54	22.36
1639	84.47	81.18	62.09	40.75	38.94	35.19	30.57	22.39
1640	84.75	81.74	61.96	40.73	38.97	35.20	30.60	22.42
1641	84.96	82.06	62.72	40.84	38.97	35.23	30.69	22.43
1642	84.88	82.14	62.89	40.91	38.97	35.24	30.64	22.44
1643	83.94	82.04	62.85	41.12	39.04	35.25	30.61	22.47
1644	84.47	82.36	63.22	41.32	39.22	35.24	30.62	22.47
1645	84.78	82.67	63.99	41.72	39.13	35.22	30.54	22.46
1646	85.09	82.79	64.01	41.51	39.06	35.20	30.58	22.46
1647	85.26	82.68	63.44	41.12	38.93	35.21	30.64	22.44
1648	85.30	82.67	63.18	40.59	38.83	35.23	30.61	22.41
1649	85.41	82.18	62.40	40.24	38.74	35.21	30.57	22.38
1650	85.42	82.42	63.17	40.41	38.63	35.18	30.49	22.35
1651	85.48	82.48	62.89	40.38	38.63	35.19	30.47	22.35
1652	85.39	82.57	63.35	40.75	38.71	35.19	30.45	22.35
1653	85.52	82.54	63.88	41.32	38.81	35.20	30.45	22.39
1654	85.02	82.36	63.98	42.14	38.87	35.23	30.42	22.40
1655	85.11	82.72	64.58	42.27	38.90	35.23	30.40	22.40
1656	85.53	82.84	64.19	41.69	38.87	35.22	30.29	22.38
1657	85.79	82.82	64.35	41.46	38.98	35.21	30.26	22.38
1658	85.95	82.82	64.26	41.40	39.00	35.22	30.30	22.39
1659	86.01	82.71	63.63	41.72	39.04	35.22	30.38	22.40
1660	86.01	82.51	63.89	41.39	39.02	35.23	30.38	22.43
1661	85.65	82.65	64.29	41.40	39.11	35.29	30.51	22.47
1662	85.83	82.70	64.45	41.47	39.24	35.33	30.58	22.45
1663	85.58	82.03	63.99	41.14	39.31	35.34	30.62	22.43
1664	85.59	82.20	64.42	40.88	39.55	35.31	30.64	22.43
1665	84.88	82.30	64.22	41.29	39.57	35.34	30.60	22.42
1666	84.63	82.39	64.63	41.28	39.41	35.32	30.59	22.41
1667	85.01	82.72	64.93	41.00	39.29	35.28	30.56	22.42
1668	85.36	82.64	64.37	40.64	39.37	35.29	30.55	22.42
1669	85.51	82.58	64.10	40.44	39.24	35.28	30.61	22.41
1670	85.61	82.71	64.05	40.45	39.33	35.29	30.51	22.40
1671	85.80	82.71	64.49	40.75	39.32	35.29	30.53	22.39
1672	85.84	82.68	64.44	41.12	39.30	35.36	30.64	22.40
1673	85.78	82.64	64.46	41.61	39.41	35.40	30.64	22.41
1674	85.52	82.47	64.51	42.07	39.40	35.39	30.66	22.39
1675	85.52	82.34	63.35	41.52	39.55	35.40	30.65	22.39
1676	85.24	81.94	62.91	41.54	39.88	35.41	30.72	22.40
1677	84.77	81.34	62.98	42.00	40.10	35.41	30.68	22.38
1678	84.27	82.05	63.60	42.22	39.93	35.37	30.58	22.36
1679	84.89	82.51	63.42	42.10	39.89	35.35	30.54	22.36
1680	85.19	82.62	63.02	42.26	39.79	35.36	30.54	22.36
1681	85.50	82.33	63.49	42.80	39.77	35.33	30.46	22.36
1682	85.70	82.57	64.36	43.30	39.77	35.32	30.44	22.38
1683	85.89	82.73	64.70	43.43	39.67	35.34	30.57	22.39
1684	85.89	82.75	64.61	43.04	39.60	35.37	30.66	22.40
1685	86.01	82.59	63.98	42.75	39.68	35.39	30.61	22.42
1686	86.02	82.64	64.14	43.08	39.61	35.40	30.65	22.42
1687	86.14	82.80	64.46	42.86	39.67	35.43	30.66	22.41
1688	86.10	82.81	64.82	42.84	40.04	35.46	30.62	22.42
1689	86.15	82.90	65.14	43.10	40.02	35.46	30.56	22.43
1690	86.13	82.71	65.10	43.01	40.21	35.45	30.65	22.41
1691	85.73	82.20	64.92	42.48	39.88	35.42	30.61	22.41
1692	85.80	82.59	64.31	41.95	39.64	35.38	30.74	22.41
1693	85.85	81.85	63.70	41.35	39.49	35.37	30.68	22.41
1694	85.71	82.27	64.20	41.94	39.43	35.35	30.65	22.41
1695	85.85	82.61	64.30	42.41	39.42	35.36	30.62	22.40
1696	85.89	82.58	63.95	42.09	39.28	35.34	30.52	22.38
1697	85.88	82.54	63.37	41.52	39.07	35.31	30.42	22.37
1698	85.74	82.60	63.57	40.99	39.11	35.33	30.34	22.35
1699	85.68	82.50	63.42	40.43	38.97	35.33	30.30	22.33
1700	85.46	82.09	63.52	40.45	38.97	35.31	30.27	22.34
1701	85.11	82.14	62.83	40.47	38.85	35.31	30.34	22.34
1702	84.81	81.69	62.74	40.34	38.81	35.31	30.41	22.38
1703	84.86	82.31	63.28	40.69	38.85	35.33	30.37	22.38
1704	85.31	82.53	63.69	40.94	38.85	35.33	30.37	22.37
1705	85.61	82.49	63.64	40.59	38.90	35.35	30.53	22.37
1706	85.21	82.26	63.28	40.69	39.13	35.37	30.49	22.38
1707	85.55	82.49	63.72	41.04	39.03	35.35	30.47	22.39
1708	85.70	82.69	64.26	41.21	38.94	35.34	30.53	22.40
1709	85.75	82.77	63.76	40.64	38.95	35.33	30.60	22.42
1710	85.87	82.75	64.19	40.42	38.88	35.35	30.61	22.44
1711	85.90	82.76	64.17	40.51	38.94	35.36	30.63	22.45
1712	86.03	82.71	64.46	41.38	39.03	35.35	30.59	22.45
1713	86.11	82.76	64.90	41.85	39.06	35.35	30.51	22.45
1714	86.14	82.66	64.72	41.91	39.12	35.40	30.60	22.45
1715	86.10	82.64	64.26	41.98	39.19	35.38	30.56	22.44
1716	86.09	82.75	64.64	42.06	39.15	35.39	30.51	22.42
1717	86.07	82.55	64.03	41.90	39.21	35.38	30.47	22.42
1718	85.97	82.46	64.39	41.69	39.25	35.38	30.52	22.40
1719	85.84	82.60	63.80	41.58	39.29	35.42	30.61	22.38
1720	85.84	82.52	63.41	41.61	39.64	35.49	30.65	22.41
1721	85.74	82.43	64.08	41.90	39.78	35.55	30.63	22.42
1722	85.28	82.20	63.60	41.37	39.64	35.53	30.57	22.41
1723	85.47	82.43	63.95	40.87	39.41	35.48	30.65	22.42
1724	85.65	82.51	63.53	41.09	39.39	35.47	30.82	22.44
1725	85.68	82.44	63.66	40.88	39.33	35.47	30.81	22.42
1726	85.80	82.66	64.42	40.73	39.30	35.43	30.77	22.42
1727	85.87	82.69	64.00	41.50	39.19	35.42	30.73	22.42
1728	85.89	82.79	64.23	41.58	39.04	35.40	30.61	22.42
1729	85.77	82.80	64.15	42.06	39.10	35.38	30.56	22.42
1730	85.82	82.71	63.97	42.17	39.32	35.40	30.61	22.42
1731	85.93	82.72	64.03	42.93	39.52	35.42	30.64	22.42
1732	85.89	82.65	64.86	43.29	39.70	35.41	30.61	22.42
1733	85.78	82.66	64.79	43.70	39.60	35.41	30.66	22.42
1734	85.79	82.55	64.03	43.30	39.68	35.45	30.74	22.44
1735	85.81	82.54	64.16	43.66	39.76	35.48	30.87	22.48
1736	85.84	82.62	64.68	43.53	39.89	35.53	30.96	22.47
1737	85.83	82.71	64.84	42.71	39.70	35.51	30.88	22.45
1738	85.79	82.73	64.83	42.95	39.89	35.50	30.87	22.46
1739	85.73	82.57	64.89	43.40	39.97	35.48	30.93	22.47
1740	85.64	82.53	64.69	44.02	40.02	35.50	31.14	22.46
1741	85.77	82.81	65.24	44.53	39.91	35.50	31.08	22.44
1742	86.01	82.90	65.50	44.79	40.04	35.51	30.98	22.44
1743	85.98	82.86	65.63	44.75	40.03	35.51	31.01	22.45
1744	85.90	82.91	65.68	44.12	40.05	35.53	31.08	22.45
1745	85.86	82.84	65.25	43.80	40.20	35.55	31.10	22.44
1746	85.94	82.84	65.33	44.15	40.10	35.59	31.03	22.45
1747	85.96	82.88	65.72	44.09	39.99	35.58	31.10	22.47
1748	85.87	82.86	65.36	43.51	40.07	35.57	31.10	22.46
1749	85.90	82.78	65.49	43.24	40.30	35.58	31.04	22.45
1750	85.89	82.69	65.67	43.75	40.48	35.58	31.06	22.46
1751	86.11	82.95	65.83	44.06	40.38	35.57	31.07	22.48
1752	86.14	82.94	65.96	43.48	40.32	35.55	30.96	22.46
1753	86.18	83.01	66.08	43.77	40.33	35.54	30.94	22.47
1754	86.06	82.91	65.46	43.86	40.21	35.53	30.92	22.46
1755	85.95	83.09	65.83	43.80	40.12	35.52	30.94	22.44
1756	86.19	83.23	66.07	43.11	39.97	35.57	31.12	22.46
1757	86.34	83.22	65.68	43.03	39.78	35.65	31.27	22.45
1758	86.37	83.18	65.56	42.56	39.63	35.63	31.26	22.46
1759	86.47	83.08	65.21	43.12	39.61	35.59	31.21	22.46
1760	86.38	82.64	64.54	43.81	39.70	35.59	31.14	22.43
1761	86.46	82.76	64.81	44.31	39.75	35.60	31.08	22.42
1762	86.51	82.92	65.35	44.53	40.09	35.61	31.17	22.44
1763	86.39	82.93	65.58	44.67	40.08	35.60	31.16	22.41
1764	86.28	82.94	65.73	44.51	39.91	35.60	31.07	22.40
1765	86.25	83.02	65.35	43.61	40.04	35.59	31.13	22.41
1766	86.26	83.03	65.50	43.19	39.88	35.57	31.11	22.42
1767	86.13	82.98	65.78	42.69	39.76	35.55	31.15	22.43
1768	86.16	82.90	64.83	42.26	39.59	35.57	31.18	22.44
1769	86.17	82.80	64.71	42.61	39.41	35.53	31.16	22.44
1770	86.26	82.84	64.64	42.85	39.45	35.52	31.12	22.45
1771	86.16	82.74	64.54	43.15	39.62	35.54	31.24	22.46
1772	86.03	82.45	63.72	43.56	39.85	35.60	31.30	22.45
1773	84.72	81.96	64.31	44.03	39.74	35.57	31.24	22.42
1774	84.65	82.64	65.04	43.20	39.61	35.57	31.19	22.39
1775	85.20	82.87	64.50	42.84	39.65	35.60	31.06	22.40
1776	85.53	82.86	65.04	43.40	39.83	35.60	30.89	22.39
1777	85.64	82.95	65.35	44.05	40.04	35.58	30.71	22.36
1778	85.60	82.92	65.17	43.65	40.29	35.55	30.71	22.36
1779	85.63	82.82	64.63	43.26	40.24	35.58	30.78	22.35
1780	85.30	82.04	64.61	43.11	40.10	35.57	30.77	22.33
1781	85.11	81.65	63.74	42.32	39.91	35.58	30.79	22.33
1782	84.38	81.30	63.29	41.94	39.84	35.58	30.83	22.35
1783	84.56	82.17	63.43	42.16	39.81	35.58	30.87	22.37
1784	84.97	82.58	63.69	42.11	39.73	35.59	30.91	22.37
1785	85.13	82.48	63.82	42.00	39.63	35.59	30.97	22.37
1786	84.89	82.93	64.70	42.36	39.57	35.62	30.98	22.37
1787	85.37	83.06	64.96	42.62	39.76	35.61	30.96	22.37
1788	85.62	82.96	64.71	42.88	39.82	35.62	31.03	22.36
1789	85.76	82.96	64.23	42.77	39.87	35.63	30.95	22.38
1790	85.92	83.05	63.96	43.33	39.86	35.63	30.96	22.39
1791	86.08	82.97	64.48	43.81	39.87	35.64	31.04	22.39
1792	86.05	82.99	64.82	43.89	39.88	35.69	31.13	22.34
1793	86.25	83.13	64.34	43.67	39.79	35.71	31.15	22.33
1794	86.37	82.91	63.95	43.48	39.85	35.78	31.13	22.34
1795	85.85	82.67	64.09	42.69	40.09	35.76	31.06	22.36
1796	85.98	83.01	64.57	42.28	39.89	35.72	31.10	22.36
1797	86.09	83.15	64.23	42.30	39.73	35.69	30.97	22.38
1798	86.24	83.14	63.98	42.93	39.78	35.70	31.00	22.40
1799	86.24	83.07	64.10	43.46	39.93	35.72	31.05	22.41
1800	86.25	82.99	64.77	43.39	40.00	35.71	30.94	22.39
1801	86.16	82.43	64.97	42.95	39.94	35.68	30.80	22.38
1802	86.07	82.62	64.57	42.92	39.88	35.69	30.69	22.36
1803	86.24	82.97	64.46	43.01	39.99	35.69	30.59	22.34
1804	86.00	82.59	63.88	41.97	39.77	35.68	30.62	22.34
1805	85.84	82.27	64.27	41.31	39.56	35.69	30.74	22.36
1806	86.02	82.80	64.74	41.49	39.65	35.70	30.73	22.36
1807	86.13	82.91	64.51	41.71	39.56	35.66	30.76	22.37
1808	86.16	82.91	64.12	41.60	39.54	35.65	30.75	22.38
1809	86.11	83.00	63.69	41.44	39.46	35.66	30.69	22.38
1810	86.08	83.03	64.05	41.37	39.36	35.67	30.73	22.40
1811	86.14	83.00	64.10	41.42	39.40	35.67	30.79	22.41
1812	86.05	82.50	64.28	41.53	39.50	35.70	30.81	22.43
1813	86.13	82.74	64.49	41.67	39.75	35.70	30.87	22.40
1814	85.87	82.34	63.80	41.33	39.63	35.67	30.87	22.42
1815	85.99	82.77	64.04	41.18	39.67	35.69	30.95	22.41
1816	85.74	83.00	64.39	41.38	39.62	35.71	30.99	22.40
1817	86.01	83.07	64.79	41.23	39.47	35.75	30.85	22.37
1818	86.14	82.73	64.16	41.56	39.70	35.72	30.85	22.36
1819	86.10	82.75	64.76	41.68	39.69	35.72	31.01	22.37
1820	85.83	83.08	65.42	41.51	39.73	35.79	30.98	22.39
1821	85.41	83.04	65.66	41.90	39.80	35.88	30.97	22.39
1822	85.99	83.25	65.04	42.22	39.83	35.84	30.86	22.39
1823	86.03	83.19	64.95	42.06	39.71	35.78	30.90	22.40
1824	86.11	82.85	64.82	42.02	39.54	35.72	30.91	22.41
1825	86.19	83.16	64.59	41.50	39.58	35.71	30.96	22.39
1826	86.24	83.00	64.09	41.46	39.52	35.74	31.03	22.41
1827	86.35	83.00	64.29	41.43	39.44	35.74	31.09	22.41
1828	86.37	82.98	64.55	41.33	39.43	35.72	31.10	22.44
1829	86.47	83.15	64.84	41.66	39.52	35.73	31.10	22.43
1830	86.57	83.14	65.02	41.95	39.57	35.70	31.01	22.41
1831	86.65	83.31	64.31	42.24	39.72	35.72	30.97	22.37
1832	86.64	83.13	64.34	41.82	39.66	35.77	31.04	22.37
1833	86.66	83.09	64.20	41.80	39.56	35.77	30.98	22.36
1834	86.64	83.36	64.88	41.88	39.46	35.74	30.83	22.33
1835	86.61	83.19	64.63	42.33	39.64	35.70	30.79	22.36
1836	86.09	82.90	64.98	42.68	39.62	35.70	30.81	22.35
1837	86.09	83.26	64.97	42.43	39.64	35.71	30.79	22.36
1838	86.22	82.78	64.39	42.54	39.63	35.70	30.74	22.35
1839	86.04	82.91	64.46	42.02	39.73	35.70	30.79	22.38
1840	86.16	82.90	63.94	41.54	39.71	35.74	30.85	22.36
1841	86.34	83.16	64.34	41.57	39.64	35.70	30.81	22.35
1842	86.38	83.32	64.71	41.57	39.72	35.74	30.84	22.35
1843	86.48	83.37	64.07	41.56	39.76	35.77	30.83	22.35
1844	86.30	82.95	63.88	42.01	39.91	35.76	30.81	22.33
1845	86.22	83.18	64.02	42.05	39.96	35.76	30.70	22.34
1846	86.30	83.34	64.57	41.95	39.86	35.77	30.86	22.34
1847	86.36	83.31	64.29	42.52	39.81	35.80	30.90	22.37
1848	86.47	83.45	64.60	42.78	39.89	35.80	30.85	22.34
1849	86.59	83.41	65.28	42.53	39.79	35.76	30.77	22.35
1850	86.58	83.39	64.61	41.98	39.83	35.78	30.84	22.34
1851	86.53	83.25	64.58	42.27	39.86	35.78	30.90	22.38
1852	86.42	83.22	64.90	42.40	39.82	35.77	30.89	22.36
1853	86.20	83.26	65.21	42.37	39.87	35.74	30.77	22.37
1854	86.35	83.31	65.07	41.99	39.91	35.75	30.81	22.38
1855	86.31	83.34	64.28	41.66	39.80	35.77	30.98	22.37
1856	86.33	83.19	63.56	41.44	39.83	35.77	31.00	22.33
1857	86.01	82.23	64.08	41.42	39.95	35.76	30.91	22.34
1858	85.84	82.51	63.86	41.32	39.92	35.76	30.89	22.35
1859	86.10	82.88	63.61	41.24	39.94	35.84	30.90	22.36
1860	86.14	82.41	63.49	41.43	40.21	35.90	30.83	22.35
1861	86.09	82.62	63.56	41.75	40.11	35.86	30.75	22.36
1862	86.06	82.52	63.31	41.47	40.15	35.81	30.81	22.36
1863	85.90	82.89	63.79	41.47	40.02	35.79	30.86	22.35
1864	86.20	83.09	64.15	41.56	39.84	35.75	30.87	22.38
1865	86.22	82.61	64.07	41.35	39.77	35.78	30.94	22.38
1866	85.87	82.92	63.93	41.41	39.75	35.78	30.91	22.37
1867	86.06	83.12	63.74	41.09	39.57	35.78	30.89	22.37
1868	86.15	83.21	64.00	40.90	39.54	35.80	30.75	22.36
1869	86.29	83.34	64.46	41.52	39.61	35.76	30.76	22.38
1870	86.33	83.36	64.69	42.26	39.61	35.79	30.76	22.37
1871	86.50	83.29	64.34	41.75	39.69	35.77	30.72	22.36
1872	86.51	82.42	63.83	42.06	39.68	35.74	30.69	22.35
1873	86.31	82.68	64.35	42.05	39.77	35.75	30.66	22.35
1874	86.36	83.03	64.22	42.29	39.70	35.74	30.64	22.34
1875	86.36	83.19	64.33	42.04	39.63	35.73	30.58	22.34
1876	86.26	83.22	64.89	41.88	39.56	35.72	30.62	22.36
1877	86.38	83.31	64.29	42.12	39.70	35.82	30.83	22.37
1878	86.42	83.19	64.74	42.84	39.89	35.94	31.01	22.32
1879	86.44	83.23	65.27	42.95	40.05	36.00	31.26	22.30
1880	86.47	83.17	64.62	42.43	39.94	35.98	31.53	22.32
1881	86.47	83.26	64.45	42.17	39.85	35.97	31.75	22.32
1882	86.54	83.15	64.13	42.20	40.02	35.98	31.54	22.32
1883	86.07	82.69	64.34	42.34	40.26	35.99	31.27	22.33
1884	86.16	83.07	64.83	41.91	40.07	35.92	31.26	22.34
1885	85.94	83.09	64.30	41.72	40.18	35.93	31.41	22.35
1886	85.80	83.27	65.09	42.08	40.10	35.96	31.47	22.38
1887	86.15	83.34	65.35	42.88	40.21	35.94	31.44	22.39
1888	86.31	83.26	65.34	43.60	40.18	35.94	31.54	22.40
1889	86.42	83.35	65.52	43.79	40.17	35.94	31.59	22.40
1890	86.48	83.45	65.41	43.23	40.11	35.91	31.45	22.38
1891	86.51	83.54	65.48	42.66	40.04	35.86	31.38	22.37
1892	86.54	83.37	64.85	42.92	40.03	35.86	31.31	22.37
1893	86.56	83.20	64.54	42.46	39.87	35.84	31.19	22.37
1894	86.03	82.48	64.16	42.55	39.81	35.84	31.17	22.38
1895	85.24	82.47	65.12	43.40	39.89	35.84	31.13	22.37
1896	85.61	82.93	64.79	42.96	39.90	35.86	31.06	22.34
1897	85.97	82.91	64.46	42.81	40.04	35.86	30.99	22.35
1898	86.16	82.93	64.18	42.92	40.01	35.86	30.96	22.35
1899	86.37	83.25	64.60	42.51	40.08	35.83	30.86	22.33
1900	86.45	83.32	64.27	42.98	40.09	35.82	30.83	22.35
1901	86.55	83.20	64.68	42.85	39.96	35.84	30.88	22.35
1902	86.51	83.26	64.67	42.39	39.93	35.85	30.97	22.36
1903	86.54	83.26	63.89	41.85	39.87	35.87	30.97	22.33
1904	86.12	82.97	64.14	41.61	39.93	35.88	30.93	22.33
1905	86.22	83.34	64.14	41.51	39.90	35.95	31.03	22.36
1906	86.33	83.48	63.87	41.66	39.95	35.96	31.17	22.36
1907	85.93	82.58	63.94	41.81	40.05	35.96	31.08	22.35
1908	85.68	82.76	63.94	41.86	40.20	35.94	30.98	22.34
1909	85.69	83.15	64.70	42.06	40.17	35.93	30.99	22.33
1910	86.04	83.26	64.98	42.17	40.04	35.93	30.96	22.34
1911	86.25	83.46	65.35	42.04	40.02	35.95	30.95	22.33
1912	86.58	83.53	64.97	41.65	40.12	35.94	30.84	22.31
1913	86.54	83.23	64.68	42.13	40.10	35.91	30.89	22.34
1914	86.14	82.84	64.92	42.04	40.09	35.87	30.81	22.33
1915	86.18	83.15	64.84	42.19	40.08	35.89	30.88	22.35
1916	86.13	82.50	64.18	41.88	40.25	35.97	31.12	22.35
1917	85.27	81.94	64.22	41.90	40.31	36.03	31.16	22.32
1918	84.87	82.82	64.61	42.42	40.45	36.03	31.16	22.33
1919	85.55	83.23	65.20	42.92	40.40	36.04	31.20	22.33
1920	85.85	82.77	65.31	42.36	40.44	36.05	31.10	22.35
1921	86.14	82.87	65.26	42.15	40.41	36.05	31.08	22.36
1922	86.55	83.32	65.31	41.97	40.21	36.01	30.93	22.35
1923	86.71	83.48	65.74	41.67	40.04	35.94	30.85	22.36
1924	86.73	83.34	64.66	41.63	39.91	35.91	30.81	22.38
1925	86.66	82.90	65.03	41.97	39.79	35.91	30.78	22.34
1926	86.64	83.22	65.50	42.10	39.98	35.87	30.73	22.34
1927	86.61	83.29	64.79	42.50	40.02	35.88	30.74	22.34
1928	86.59	83.29	64.64	42.30	39.90	35.90	30.94	22.32
1929	86.58	83.41	64.30	41.91	39.94	35.92	31.03	22.35
1930	86.49	83.37	64.68	42.29	39.90	35.94	31.39	22.35
1931	86.50	83.41	64.89	42.51	39.82	35.95	31.69	22.37
1932	86.65	83.52	65.52	42.96	39.84	35.93	31.58	22.38
1933	86.73	83.54	65.78	43.27	39.77	35.92	31.48	22.36
1934	86.61	83.61	64.75	43.08	39.78	35.93	31.36	22.35
1935	86.53	83.48	64.58	43.62	39.78	35.95	31.27	22.36
1936	86.49	83.59	65.14	43.03	39.75	35.96	31.37	22.36
1937	86.62	83.61	65.12	42.95	39.75	35.95	31.31	22.35
1938	86.69	83.12	64.63	42.72	39.71	35.93	31.18	22.33
1939	86.37	83.34	64.18	41.96	39.79	35.95	31.06	22.33
1940	86.41	83.38	64.67	41.56	39.88	35.99	31.26	22.33
1941	86.43	83.45	63.89	41.37	39.87	36.01	31.27	22.34
1942	86.53	82.94	63.36	41.41	39.91	36.00	31.28	22.33
1943	86.54	83.22	63.47	41.28	39.85	35.96	31.32	22.32
1944	86.22	82.71	63.39	41.05	39.80	35.92	31.30	22.32
1945	86.14	83.06	63.67	40.93	39.74	35.96	31.36	22.32
1946	85.61	82.91	63.25	41.12	40.13	36.01	31.37	22.33
1947	84.94	81.84	63.22	41.62	40.23	36.00	31.47	22.35
1948	85.00	82.45	63.53	41.42	40.22	36.04	31.59	22.36
1949	85.89	83.06	64.00	41.33	40.11	36.04	31.64	22.33
1950	86.14	83.33	64.11	41.56	40.07	36.05	31.64	22.30
1951	86.33	83.38	64.63	41.49	40.07	36.06	31.69	22.29
1952	86.49	83.46	64.25	42.11	40.40	36.07	31.71	22.29
1953	86.51	83.46	64.53	42.87	40.56	36.09	31.59	22.31
1954	86.58	83.66	65.09	43.22	40.89	36.09	31.60	22.30
1955	86.63	83.73	64.84	43.57	40.84	36.09	31.64	22.32
1956	86.67	83.80	64.27	43.14	40.74	36.09	31.57	22.34
1957	86.87	83.75	65.08	43.35	40.55	36.11	31.49	22.33
1958	86.81	83.38	65.79	43.69	40.46	36.09	31.46	22.35
1959	86.87	83.56	65.81	43.38	40.68	36.09	31.49	22.34
1960	86.85	83.63	65.37	42.53	40.54	36.07	31.32	22.32
1961	86.81	83.69	64.95	42.14	40.48	36.04	31.27	22.34
1962	86.76	83.65	65.00	42.12	40.44	36.04	31.29	22.34
1963	86.72	83.73	65.55	41.91	40.27	36.05	31.27	22.34
1964	86.80	83.59	64.91	41.78	40.15	36.06	31.21	22.36
1965	86.69	83.52	65.36	41.64	40.35	36.07	31.19	22.37
1966	86.63	83.40	65.16	42.59	40.38	36.09	31.33	22.39
1967	86.49	83.41	64.95	42.94	40.57	36.10	31.30	22.38
1968	86.61	83.50	65.65	43.05	40.44	36.06	31.21	22.37
1969	86.68	83.51	65.38	42.47	40.44	36.08	31.09	22.33
1970	86.75	83.67	65.64	42.47	40.39	36.05	30.98	22.31
1971	86.81	83.61	65.73	42.18	40.34	36.01	30.92	22.30
1972	86.78	83.63	64.82	42.03	40.22	36.03	30.94	22.30
1973	86.86	83.20	64.36	42.17	40.21	36.04	30.95	22.34
1974	86.89	83.55	64.88	42.39	40.07	36.03	30.97	22.38
1975	86.89	83.66	65.49	42.49	40.24	36.07	31.03	22.35
1976	86.36	82.93	64.46	41.67	40.27	36.10	31.21	22.30
1977	86.33	82.98	64.10	41.60	40.66	36.17	31.18	22.33
1978	86.07	83.21	64.97	41.81	40.68	36.14	31.29	22.37
1979	86.40	82.86	65.54	42.18	40.75	36.16	31.43	22.37
1980	86.31	82.85	64.82	42.18	40.72	36.18	31.37	22.34
1981	86.37	83.17	65.34	41.84	40.66	36.12	31.18	22.34
1982	86.67	83.58	65.71	42.49	40.48	36.09	31.11	22.34
1983	86.78	83.77	65.19	42.45	40.40	36.09	31.13	22.37
1984	86.89	83.61	64.76	42.47	40.30	36.12	31.23	22.36
1985	86.65	83.01	64.68	42.26	40.31	36.15	31.21	22.35
1986	86.14	83.27	65.41	41.91	40.10	36.10	31.21	22.32
1987	86.50	83.54	65.15	41.40	40.14	36.06	31.14	22.34
1988	86.53	83.61	64.92	41.37	40.08	36.10	31.26	22.33
1989	86.69	83.44	65.52	41.67	39.96	36.12	31.34	22.35
1990	86.88	83.56	66.01	42.26	39.88	36.12	31.21	22.36
1991	86.94	83.72	65.95	42.42	39.78	36.10	31.13	22.35
1992	86.97	83.65	65.56	42.68	39.81	36.10	31.08	22.36
1993	86.98	83.73	65.75	43.02	39.95	36.10	31.01	22.36
1994	86.99	83.74	66.12	43.20	40.06	36.14	31.04	22.36
1995	86.90	83.69	66.01	42.90	40.24	36.18	31.20	22.36
1996	86.86	83.59	65.63	42.94	40.29	36.17	31.22	22.36
1997	86.85	83.56	64.73	42.79	40.26	36.15	31.09	22.34
1998	86.85	83.54	64.51	42.34	40.38	36.17	31.07	22.33
1999	86.58	83.45	64.10	41.77	40.34	36.13	31.13	22.36
2000	86.63	83.37	64.69	41.83	40.47	36.15	31.32	22.38
2001	86.57	83.41	64.67	42.43	40.44	36.23	31.58	22.39
2002	86.58	83.74	65.18	43.13	40.61	36.22	31.45	22.38
2003	86.80	83.73	65.56	43.61	40.62	36.19	31.29	22.37
2004	86.84	83.82	65.63	43.34	40.69	36.14	31.17	22.37
2005	86.93	83.82	65.66	43.68	40.72	36.14	31.15	22.37
2006	86.92	83.78	65.84	43.79	40.67	36.13	31.12	22.34
2007	86.85	83.18	65.14	43.41	40.66	36.13	31.20	22.36
2008	86.71	83.41	64.82	42.91	40.58	36.13	31.32	22.35
2009	86.91	83.65	64.10	42.41	40.37	36.12	31.40	22.38
2010	86.98	83.69	64.21	42.15	40.16	36.13	31.36	22.35
2011	87.02	83.53	64.28	42.34	40.22	36.19	31.22	22.35
2012	87.06	83.80	64.88	43.22	40.28	36.18	31.20	22.34
2013	87.00	83.75	64.85	42.79	40.28	36.14	31.12	22.35
2014	87.04	83.78	64.50	42.87	40.28	36.13	31.24	22.34
2015	86.88	82.99	64.32	42.74	40.27	36.13	31.16	22.35
